Latitude and Longitude,Class of Land,RVI,mean_rvi,min_rvi,max_rvi,std_rvi,Predicted Class
"(10.321001674103542, 105.26026495235556)",Rice,"<xarray.DataArray (time: 45)>
array([1.1257838 , 0.7690573 , 0.4978074 , 0.6605335 , 0.7377541 ,
       0.403695  , 0.39469227, 0.42387673, 0.13314693, 0.09321065,
       0.85878223, 0.6342657 , 1.3532227 , 1.0399342 , 1.0726696 ,
       1.242441  , 0.6888798 , 0.7362242 , 1.0082078 , 0.8387199 ,
       0.9706142 , 0.70577896, 0.5421096 , 0.28712013, 0.31570774,
       0.11303973, 0.12021953, 0.19986   , 0.12038199, 1.0405846 ,
       0.5719991 , 0.8765113 , 0.76167357, 1.0635605 , 1.0542269 ,
       0.9808203 , 1.0731219 , 0.70058703, 0.35772815, 0.8695347 ,
       0.31813127, 0.48741055, 0.7860781 , 0.21036543, 0.26038003],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6555655, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.09321065)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.35322273)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.34357408)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.32009321644422, 105.24118734151068)",Rice,"<xarray.DataArray (time: 45)>
array([0.87211937, 0.8229473 , 0.9540204 , 0.39734495, 0.30051574,
       0.3309698 , 0.7289889 , 0.76994205, 0.22464207, 0.16828279,
       0.5555952 , 0.8890609 , 0.89992404, 1.0842061 , 1.1878306 ,
       1.2409235 , 0.6430857 , 0.6686492 , 0.86673933, 0.6889517 ,
       1.1903455 , 0.8128526 , 0.89339244, 0.40700915, 0.34668633,
       0.10605709, 0.23647805, 0.1624251 , 0.26526   , 0.9666706 ,
       0.74828786, 1.0515836 , 1.0807924 , 0.93955016, 1.0447717 ,
       0.64095837, 1.1346761 , 0.6290501 , 0.88675576, 0.6738318 ,
       0.45193   , 0.4844151 , 0.39277533, 0.9823534 , 0.536308  ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6968879, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.10605709)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.24092352)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.31356868)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.324635504740822, 105.2857017668154)",Rice,"<xarray.DataArray (time: 45)>
array([0.75925684, 0.75623125, 0.78185683, 0.28904444, 0.34398916,
       1.0333271 , 0.24513604, 0.305726  , 0.61578995, 0.5724356 ,
       0.28610927, 0.5311652 , 0.9199914 , 0.5035872 , 0.7272228 ,
       1.4090503 , 0.8437294 , 0.6665362 , 0.95237017, 0.45616958,
       0.39183736, 0.5155201 , 0.42610967, 0.17527218, 0.276773  ,
       0.43257955, 0.38354105, 0.4872303 , 0.5859648 , 0.7190032 ,
       0.77587396, 0.9955474 , 1.0463408 , 1.2251576 , 1.0690769 ,
       0.90079355, 0.9401327 , 0.97252905, 0.45553172, 0.71240515,
       0.30771145, 0.48577276, 0.3684086 , 0.2571827 , 0.4706409 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.63057023, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.17527218)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.40905035)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.29168251)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.32009321644422, 105.24209579916996)",Rice,"<xarray.DataArray (time: 45)>
array([0.60461485, 0.61789316, 1.137392  , 0.744718  , 0.8754623 ,
       0.43247283, 0.686657  , 0.5572498 , 0.08520131, 0.17603123,
       0.7241399 , 0.56165993, 0.49073276, 0.93865806, 1.3422952 ,
       0.6157065 , 0.87524426, 0.93155366, 0.8032676 , 0.8375384 ,
       1.2211986 , 0.806464  , 0.6671061 , 0.72787887, 0.56766444,
       0.18727842, 0.2535153 , 0.6169343 , 0.5404934 , 0.5301353 ,
       0.3308945 , 0.7677337 , 0.9791405 , 1.0818497 , 1.1424497 ,
       0.9305487 , 0.98414886, 0.7519223 , 0.67776895, 0.76207817,
       0.42247418, 0.49589285, 0.39907393, 0.44625077, 0.58381426],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.68696, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.08520131)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.34229517)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.27669168)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.32281858942218, 105.25572266405916)",Rice,"<xarray.DataArray (time: 45)>
array([0.24503385, 0.44247237, 0.31582353, 0.46194395, 0.9932163 ,
       0.36131567, 0.39320427, 0.39140803, 0.36277756, 0.57541054,
       0.7569279 , 0.6083163 , 0.36605448, 0.5811779 , 0.19118817,
       0.9471013 , 0.5572935 , 0.38640445, 0.80836517, 0.3843907 ,
       0.8195415 , 0.54071283, 0.8567124 , 0.55247104, 0.6939146 ,
       0.3517291 , 0.7629522 , 0.18854858, 0.66849756, 0.34490928,
       0.66257846, 0.20130616, 0.6015403 , 0.35622188, 1.0202351 ,
       0.4715257 , 0.5571812 , 0.44720158, 0.60223055, 0.9222833 ,
       0.28582022, 0.581859  , 0.69835895, 0.12841293, 0.567267  ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.5336408, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.12841293)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.02023506)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.22333486)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.324635504740822, 105.25663112171844)",Rice,"<xarray.DataArray (time: 45)>
array([1.1034353 , 0.8870389 , 0.7506906 , 0.62938255, 0.5449618 ,
       0.79485923, 0.43496326, 0.27274743, 0.1425011 , 0.19942047,
       0.53723675, 0.5230772 , 0.8142014 , 0.7005977 , 0.9379488 ,
       1.1266452 , 1.059337  , 0.7499966 , 1.0799919 , 0.7532024 ,
       1.0970074 , 1.125655  , 0.93516546, 0.37156272, 0.3760699 ,
       0.14270325, 0.25767428, 0.10438403, 0.28269118, 0.38125673,
       0.21131213, 1.0559267 , 0.93380326, 0.8100461 , 0.9548274 ,
       0.5501651 , 0.804164  , 0.7530909 , 0.40494737, 0.93532556,
       0.4918839 , 0.53773004, 0.32219902, 0.31245568, 0.4040629 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6355188, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.10438403)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.12664521)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.30995634)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.325089733570481, 105.25345151991095)",Rice,"<xarray.DataArray (time: 45)>
array([0.9221971 , 0.89668196, 0.573304  , 0.87029237, 0.46840993,
       0.24451247, 0.3536072 , 0.34226716, 0.27479693, 0.23969425,
       0.80240417, 0.710864  , 0.8519558 , 0.919954  , 1.0169802 ,
       0.8959276 , 0.71011406, 0.8613309 , 1.251399  , 1.1841283 ,
       1.0957233 , 0.6588686 , 0.48025817, 0.34478864, 0.32365832,
       0.20442751, 0.23262851, 0.11440336, 0.17342201, 0.9847716 ,
       0.8739085 , 0.8799293 , 0.79194844, 0.9528366 , 0.90376633,
       0.826636  , 1.0957005 , 0.66442305, 0.5968138 , 0.81641245,
       0.85100234, 0.63050294, 0.65821075, 0.17188181, 0.18680364],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.66454554, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.11440336)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.25139904)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.31090355)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.32327281825184, 105.27707141905222)",Rice,"<xarray.DataArray (time: 45)>
array([0.6563372 , 1.1254337 , 0.85363436, 0.37601873, 0.4083189 ,
       0.40155107, 0.06761388, 0.09019297, 0.31039408, 0.40245113,
       0.3856957 , 0.2477386 , 0.9452638 , 1.2890956 , 1.1181848 ,
       0.91949785, 0.6847257 , 0.9319926 , 1.1118554 , 0.33285043,
       0.6011733 , 0.59654933, 0.693447  , 0.68645793, 0.878884  ,
       0.14088191, 0.24153554, 0.6386437 , 0.44092816, 0.74115986,
       0.6202914 , 0.80437165, 1.118864  , 0.89757395, 0.8092324 ,
       1.0819707 , 1.0370688 , 0.6057412 , 0.87681806, 0.5758287 ,
       0.8252836 , 0.6078304 , 0.82980585, 0.26645896, 0.23531172],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.65579903, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.06761388)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.28909564)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.31104162)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.323727047081501, 105.22892316311038)",Rice,"<xarray.DataArray (time: 45)>
array([0.61548334, 1.0712546 , 0.5245187 , 0.7115441 , 0.90717614,
       0.37851596, 0.7484139 , 0.97191834, 0.20907567, 0.20139825,
       0.78725505, 0.41097537, 0.6539659 , 0.9809834 , 0.8209607 ,
       1.2007211 , 0.8849416 , 0.74763155, 1.2941697 , 1.2145734 ,
       1.2377264 , 0.8505567 , 0.85704726, 0.7420127 , 0.38755575,
       0.23712927, 0.31503013, 0.09727979, 0.10666063, 0.866025  ,
       0.8899022 , 0.7724957 , 0.8232222 , 0.8793471 , 1.1827495 ,
       0.79783356, 0.96586674, 0.67190516, 0.53507847, 0.62510604,
       0.3126375 , 0.46512324, 0.37829763, 0.47059065, 0.7592857 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.7013765, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.09727979)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.29416966)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.30989167)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.32327281825184, 105.2334654514068)",Rice,"<xarray.DataArray (time: 45)>
array([0.66944677, 1.0713322 , 0.49850684, 0.7640322 , 0.8705142 ,
       0.24303854, 0.68542624, 0.9790581 , 0.17177004, 0.21929963,
       0.817398  , 0.7675701 , 0.74706864, 0.8864688 , 0.94881684,
       0.9481815 , 0.9754899 , 0.8923668 , 1.1601806 , 0.795925  ,
       0.88216084, 0.7225422 , 0.8162651 , 0.647812  , 0.58863354,
       0.06032971, 0.12572986, 0.2852433 , 0.5060087 , 0.84950227,
       0.554952  , 1.1543983 , 1.2738043 , 0.8335635 , 1.1660559 ,
       0.801509  , 1.0097727 , 1.0752695 , 0.8469592 , 0.79834574,
       0.48882794, 0.60612756, 0.48440102, 0.55968237, 0.7826309 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.73405373, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.06032971)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.27380431)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.28674421)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.319184758784901, 105.23846196853285)",Rice,"<xarray.DataArray (time: 45)>
array([0.47847393, 0.75031155, 0.6561575 , 0.48999596, 0.8357538 ,
       0.49768594, 0.70411307, 0.8233489 , 0.1169469 , 0.10655688,
       0.58823615, 0.89879173, 0.7470521 , 0.62832344, 0.8921407 ,
       0.8589892 , 0.94697386, 0.88817346, 1.0397296 , 0.9038276 ,
       1.1729436 , 0.69895625, 0.5467215 , 0.41639227, 0.6542799 ,
       0.14603609, 0.1297994 , 0.7312834 , 0.73648524, 0.7581589 ,
       0.34724528, 0.9327259 , 1.0966253 , 1.0838743 , 1.1664969 ,
       0.79678875, 0.99255687, 0.6173795 , 0.4679739 , 0.59391034,
       0.32946768, 0.5992608 , 0.6369475 , 0.42394522, 0.3925191 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6737857, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.10655688)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.17294359)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.27348247)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.325089733570481, 105.26753261362978)",Rice,"<xarray.DataArray (time: 45)>
array([0.3997061 , 0.609305  , 0.6479917 , 0.27179876, 0.20781097,
       0.7093591 , 0.10314731, 0.12007966, 0.22907466, 0.4906401 ,
       0.728124  , 0.6609128 , 1.0301237 , 1.0599315 , 0.6782368 ,
       1.0487878 , 0.7730398 , 0.5743547 , 0.9441525 , 0.58866864,
       0.92538095, 0.83007485, 0.4584183 , 0.545185  , 0.70957977,
       0.14829399, 0.14755677, 0.39662737, 0.46802706, 0.99832124,
       0.7134404 , 1.113812  , 1.0156245 , 1.2063627 , 0.7693685 ,
       0.747028  , 0.73755527, 0.7791328 , 0.7386807 , 0.72008926,
       0.60326743, 0.30492002, 0.67723286, 0.2329749 , 0.16355115],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6227945, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.10314731)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.20636272)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.29375958)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.318730529955241, 105.2334654514068)",Rice,"<xarray.DataArray (time: 45)>
array([0.48021814, 0.7490592 , 0.48608863, 0.43480495, 0.5489039 ,
       0.24702096, 0.35342762, 0.43987274, 0.11485902, 0.17284864,
       0.75257826, 0.7199704 , 0.8387731 , 0.9523537 , 1.0022174 ,
       1.0824032 , 1.0488625 , 0.8412426 , 1.085799  , 0.9584248 ,
       0.7509457 , 0.756377  , 0.5746625 , 0.3017431 , 0.33449978,
       0.07830209, 0.16331302, 0.26127723, 0.6736559 , 0.79741365,
       1.1311214 , 0.8646616 , 0.96249616, 1.0840025 , 0.81104785,
       0.7106491 , 1.0553459 , 0.79740673, 0.4926681 , 0.91305584,
       0.4035483 , 0.5887064 , 0.61905926, 0.43476224, 0.47326365],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6520825, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.07830209)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.1311214)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.29310188)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.324635504740822, 105.28115947851899)",Rice,"<xarray.DataArray (time: 45)>
array([0.6057758 , 0.8614431 , 0.36562806, 0.3462331 , 0.23458408,
       0.8421229 , 0.36237746, 0.3526728 , 0.44516754, 0.39454272,
       0.9919855 , 0.7910222 , 1.293693  , 1.2313267 , 0.5717295 ,
       1.2096628 , 1.0689548 , 0.8163479 , 0.8200786 , 0.57593375,
       0.75538015, 0.49415943, 0.52102184, 0.7988543 , 0.57001525,
       0.3467826 , 0.19024931, 0.62327385, 0.722055  , 0.6971765 ,
       0.82089263, 0.9566565 , 0.934464  , 0.9583582 , 0.73186314,
       0.9160423 , 1.0141023 , 0.7996427 , 0.59314823, 0.5717934 ,
       0.5361819 , 0.3794585 , 0.688228  , 0.26158634, 0.19764484],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6724515, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.19024931)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.29369295)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.27917305)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.324181275911162, 105.27525450373366)",Rice,"<xarray.DataArray (time: 45)>
array([0.8502087 , 1.1698161 , 0.8204063 , 0.32659733, 0.5123897 ,
       0.36788628, 0.33958894, 0.36818185, 0.25834057, 0.1898333 ,
       0.41445404, 0.32836482, 0.8843256 , 0.9087611 , 0.8089936 ,
       1.0734533 , 0.8436084 , 0.60225856, 0.8517263 , 0.91644156,
       0.96333176, 0.52948856, 0.45441547, 0.42011464, 0.36949453,
       0.09238662, 0.11617775, 0.28759375, 0.4388945 , 0.7501388 ,
       0.6309521 , 0.9200567 , 0.63833284, 0.992308  , 0.72953665,
       0.75328946, 1.0166225 , 0.92032164, 0.439779  , 0.56044775,
       0.7163216 , 0.3607581 , 0.78489393, 0.09904486, 0.17623995],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.5999239, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.09238662)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.16981614)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.28956801)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.319184758784901, 105.22846893428076)",Rice,"<xarray.DataArray (time: 45)>
array([0.6899772 , 0.6933044 , 0.6624486 , 0.8162583 , 0.41793144,
       0.20617749, 0.6617037 , 0.81994766, 0.09028038, 0.23930132,
       0.50061405, 0.6408528 , 0.57598835, 0.78261584, 0.99406916,
       1.4064201 , 0.8936357 , 1.0511007 , 1.2799156 , 0.92774534,
       1.1058822 , 0.5924365 , 0.5391519 , 0.29595113, 0.30530295,
       0.12181409, 0.17210384, 0.15857717, 0.3310612 , 1.1873568 ,
       1.1079005 , 1.0460156 , 0.8781426 , 1.0821217 , 1.1996624 ,
       1.0927595 , 1.1753397 , 0.5312892 , 0.54243726, 0.7453811 ,
       0.5235647 , 0.8307435 , 0.23856153, 0.65641594, 0.93277144],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.7054007, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.09028038)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.40642011)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.34654537)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.324181275911162, 105.24073311268103)",Rice,"<xarray.DataArray (time: 45)>
array([0.867084  , 0.6291752 , 0.56335735, 0.48765287, 0.45404306,
       0.58522654, 0.51467097, 0.44095093, 0.10808333, 0.13447045,
       0.35961646, 0.48858836, 0.6854146 , 1.0370765 , 0.8602968 ,
       0.8825001 , 0.84462786, 0.8449307 , 0.73868614, 0.7794648 ,
       1.0752252 , 0.81005543, 0.8848299 , 0.36764202, 0.3341676 ,
       0.08446237, 0.22432184, 0.3087085 , 0.33571944, 0.9218664 ,
       0.8087989 , 1.0021771 , 0.8156114 , 1.0889198 , 1.3144553 ,
       0.9682198 , 0.5471232 , 0.71705735, 0.65608627, 0.6017236 ,
       0.7137492 , 0.68932897, 0.2929088 , 0.8337409 , 0.51492333],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6492831, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.08446237)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.31445527)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.28093573)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.323727047081501, 105.2788883343708)",Rice,"<xarray.DataArray (time: 45)>
array([0.5861943 , 0.77755713, 0.47800756, 0.44731042, 0.49801493,
       0.8758462 , 0.25560609, 0.18905908, 0.50043726, 0.5546763 ,
       0.7826527 , 0.36600292, 1.1711724 , 1.2713535 , 0.8164979 ,
       1.0453073 , 0.49034387, 0.52195394, 0.65809906, 0.7610718 ,
       0.6532115 , 0.6768729 , 0.48983893, 0.63792574, 0.66051507,
       0.25808984, 0.36979377, 0.68115854, 0.7183059 , 0.6865795 ,
       0.5990601 , 0.9040173 , 0.7927917 , 0.79009277, 1.1336933 ,
       0.90064716, 1.2843591 , 0.627156  , 0.5852424 , 0.8240108 ,
       0.61609983, 0.41678295, 0.5766391 , 0.13314801, 0.31496757],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6528481, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.13314801)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.2843591)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.2627123)
Coordinates:
    spatial_ref  int32 4326",Rice
